day,timestamp,S,sigma,product,strike,market_mid,model_price,residual
1,20000,5227.0,0.32166189111747856,VEV_5200,5200,85.0,84.35946776927813,0.6405322307218739
1,20000,5227.0,0.32166189111747856,VEV_5300,5300,40.0,40.117879281304795,-0.11787928130479486
1,20000,5227.0,0.32166189111747856,VEV_5400,5400,13.5,15.864450820343336,-2.364450820343336
1,20000,5227.0,0.32166189111747856,VEV_5500,5500,5.5,5.148762132855154,0.35123786714484595
1,20000,5227.0,0.32166189111747856,VEV_6000,6000,0.5,0.0008769779514255643,0.49912302204857445
1,20000,5227.0,0.32166189111747856,VEV_6500,6500,0.5,1.3943676634552851e-09,0.4999999986056323
1,22500,5230.5,0.32166189111747856,VEV_4000,4000,1230.5,1230.5000000000005,-4.547473508864641e-13
1,22500,5230.5,0.32166189111747856,VEV_4500,4500,730.0,730.5001329796332,-0.5001329796332357
1,22500,5230.5,0.32166189111747856,VEV_5000,5000,238.0,237.7202106047671,0.27978939523291046
1,22500,5230.5,0.32166189111747856,VEV_5100,5100,153.0,153.29671017636065,-0.2967101763606479
1,22500,5230.5,0.32166189111747856,VEV_5200,5200,87.0,86.36023733210595,0.6397626678940469
1,22500,5230.5,0.32166189111747856,VEV_5300,5300,41.0,41.343167804768655,-0.3431678047686546
1,22500,5230.5,0.32166189111747856,VEV_5400,5400,14.0,16.471906992344998,-2.471906992344998
1,22500,5230.5,0.32166189111747856,VEV_5500,5500,6.5,5.389415057174347,1.1105849428256533
1,22500,5230.5,0.32166189111747856,VEV_6000,6000,0.5,0.0009595818364822595,0.49904041816351774
1,22500,5230.5,0.32166189111747856,VEV_6500,6500,0.5,1.5952365305560184e-09,0.49999999840476345
1,25000,5231.5,0.32166189111747856,VEV_4000,4000,1231.5,1231.5,0.0
1,25000,5231.5,0.32166189111747856,VEV_4500,4500,732.0,731.5001293682699,0.4998706317301185
1,25000,5231.5,0.32166189111747856,VEV_5000,5000,239.0,238.63299454759272,0.3670054524072839
1,25000,5231.5,0.32166189111747856,VEV_5100,5100,154.0,154.0760649502813,-0.07606495028130666
1,25000,5231.5,0.32166189111747856,VEV_5200,5200,88.0,86.9368957405195,1.0631042594804967
1,25000,5231.5,0.32166189111747856,VEV_5300,5300,42.0,41.697992554959455,0.30200744504054455
1,25000,5231.5,0.32166189111747856,VEV_5400,5400,14.5,16.648758180453,-2.148758180453001
1,25000,5231.5,0.32166189111747856,VEV_5500,5500,6.5,5.459878144838228,1.0401218551617717
1,25000,5231.5,0.32166189111747856,VEV_6000,6000,0.5,0.0009845046699138993,0.4990154953300861
1,25000,5231.5,0.32166189111747856,VEV_6500,6500,0.5,1.6576277893257548e-09,0.4999999983423722
1,27500,5235.5,0.32166189111747856,VEV_4000,4000,1235.5,1235.5000000000005,-4.547473508864641e-13
1,27500,5235.5,0.32166189111747856,VEV_4500,4500,735.5,735.5001158487112,-0.00011584871117520379
1,27500,5235.5,0.32166189111747856,VEV_5000,5000,243.0,242.29302997503873,0.7069700249612652
1,27500,5235.5,0.32166189111747856,VEV_5100,5100,157.0,157.2102064883734,-0.2102064883733874
1,27500,5235.5,0.32166189111747856,VEV_5200,5200,90.5,89.26571446473054,1.2342855352694642
1,27500,5235.5,0.32166189111747856,VEV_5300,5300,43.0,43.13848339902074,-0.13848339902074258
1,27500,5235.5,0.32166189111747856,VEV_5400,5400,14.5,17.37100703978888,-2.8710070397888785
1,27500,5235.5,0.32166189111747856,VEV_5500,5500,6.5,5.749486139163253,0.7505138608367474
1,27500,5235.5,0.32166189111747856,VEV_6000,6000,0.5,0.001090463301179928,0.4989095366988201
1,27500,5235.5,0.32166189111747856,VEV_6500,6500,0.5,1.9318288640492884e-09,0.49999999806817114
1,30000,5240.5,0.3173925501432665,VEV_4000,4000,1239.5,1240.5,-1.0
1,30000,5240.5,0.3173925501432665,VEV_4500,4500,740.0,740.5000736610664,-0.5000736610663807
1,30000,5240.5,0.3173925501432665,VEV_5000,5000,247.0,246.5472206427021,0.4527793572979135
1,30000,5240.5,0.3173925501432665,VEV_5100,5100,160.5,160.50236955041282,-0.0023695504128227185
1,30000,5240.5,0.3173925501432665,VEV_5200,5200,92.5,91.32048153760115,1.1795184623988462
1,30000,5240.5,0.3173925501432665,VEV_5300,5300,45.0,44.09954397882052,0.9004560211794796
1,30000,5240.5,0.3173925501432665,VEV_5400,5400,15.5,17.673157235853296,-2.173157235853296
1,30000,5240.5,0.3173925501432665,VEV_5500,5500,7.0,5.792435268057659,1.207564731942341
1,30000,5240.5,0.3173925501432665,VEV_6000,6000,0.5,0.0009591605778631884,0.49904083942213684
1,30000,5240.5,0.3173925501432665,VEV_6500,6500,0.5,1.2924042828337432e-09,0.4999999987075957
1,32500,5237.5,0.32166189111747856,VEV_4000,4000,1237.5,1237.5,0.0
1,32500,5237.5,0.32166189111747856,VEV_4500,4500,737.5,737.5001096121578,-0.00010961215775751043
1,32500,5237.5,0.32166189111747856,VEV_5000,5000,245.0,244.1282889740096,0.8717110259904075
1,32500,5237.5,0.32166189111747856,VEV_5100,5100,159.0,158.78720252069797,0.21279747930202575
1,32500,5237.5,0.32166189111747856,VEV_5200,5200,91.5,90.44339219599169,1.0566078040083084
1,32500,5237.5,0.32166189111747856,VEV_5300,5300,44.0,43.87149843358179,0.1285015664182083
1,32500,5237.5,0.32166189111747856,VEV_5400,5400,15.0,17.741142129020545,-2.7411421290205453
1,32500,5237.5,0.32166189111747856,VEV_5500,5500,6.5,5.8990320853285425,0.6009679146714575
1,32500,5237.5,0.32166189111747856,VEV_6000,6000,0.5,0.0011474082616486359,0.4988525917383514
1,32500,5237.5,0.32166189111747856,VEV_6500,6500,0.5,2.085018649650204e-09,0.49999999791498134
1,35000,5235.5,0.3173925501432665,VEV_4000,4000,1235.0,1235.5000000000005,-0.5000000000004547
1,35000,5235.5,0.3173925501432665,VEV_4500,4500,735.0,735.5000849015878,-0.5000849015877975
1,35000,5235.5,0.3173925501432665,VEV_5000,5000,242.5,241.93907329651483,0.5609267034851655
1,35000,5235.5,0.3173925501432665,VEV_5100,5100,157.0,156.5327056380479,0.4672943619520993
1,35000,5235.5,0.3173925501432665,VEV_5200,5200,89.5,88.35456382154098,1.145436178459022
1,35000,5235.5,0.3173925501432665,VEV_5300,5300,43.0,42.26024526744823,0.7397547325517735
1,35000,5235.5,0.3173925501432665,VEV_5400,5400,14.5,16.752963680580592,-2.252963680580592
1,35000,5235.5,0.3173925501432665,VEV_5500,5500,6.5,5.426397438506001,1.073602561493999
1,35000,5235.5,0.3173925501432665,VEV_6000,6000,0.5,0.0008421218233065075,0.4991578781766935
1,35000,5235.5,0.3173925501432665,VEV_6500,6500,0.5,1.062982950966671e-09,0.4999999989370171
1,37500,5231.5,0.32166189111747856,VEV_4000,4000,1231.5,1231.5,0.0
1,37500,5231.5,0.32166189111747856,VEV_4500,4500,731.5,731.5001293682699,-0.0001293682698815246
1,37500,5231.5,0.32166189111747856,VEV_5000,5000,239.0,238.63299454759272,0.3670054524072839
1,37500,5231.5,0.32166189111747856,VEV_5100,5100,154.0,154.0760649502813,-0.07606495028130666
1,37500,5231.5,0.32166189111747856,VEV_5200,5200,87.5,86.9368957405195,0.5631042594804967
1,37500,5231.5,0.32166189111747856,VEV_5300,5300,41.0,41.697992554959455,-0.6979925549594554
1,37500,5231.5,0.32166189111747856,VEV_5400,5400,14.0,16.648758180453,-2.648758180453001
1,37500,5231.5,0.32166189111747856,VEV_5500,5500,6.5,5.459878144838228,1.0401218551617717
1,37500,5231.5,0.32166189111747856,VEV_6000,6000,0.5,0.0009845046699138993,0.4990154953300861
1,37500,5231.5,0.32166189111747856,VEV_6500,6500,0.5,1.6576277893257548e-09,0.4999999983423722
1,40000,5234.0,0.32166189111747856,VEV_4000,4000,1234.0,1233.9999999999995,4.547473508864641e-13
1,40000,5234.0,0.32166189111747856,VEV_4500,4500,734.0,734.0001207500982,-0.00012075009817635873
1,40000,5234.0,0.32166189111747856,VEV_5000,5000,241.0,240.91886345200692,0.08113654799308279
1,40000,5234.0,0.32166189111747856,VEV_5100,5100,156.0,156.0317848294244,-0.031784829424395866
1,40000,5234.0,0.32166189111747856,VEV_5200,5200,89.0,88.38825428093014,0.6117457190698588
1,40000,5234.0,0.32166189111747856,VEV_5300,5300,42.0,42.59431722653994,-0.5943172265399426
1,40000,5234.0,0.32166189111747856,VEV_5400,5400,14.5,17.097364143119194,-2.5973641431191936
1,40000,5234.0,0.32166189111747856,VEV_5500,5500,6.5,5.639415167321317,0.8605848326786827
1,40000,5234.0,0.32166189111747856,VEV_6000,6000,0.5,0.0010495222167684615,0.49895047778323154
1,40000,5234.0,0.32166189111747856,VEV_6500,6500,0.5,1.8241861787304536e-09,0.4999999981758138
1,42500,5231.5,0.32166189111747856,VEV_4000,4000,1231.5,1231.5,0.0
1,42500,5231.5,0.32166189111747856,VEV_4500,4500,731.5,731.5001293682699,-0.0001293682698815246
1,42500,5231.5,0.32166189111747856,VEV_5000,5000,239.0,238.63299454759272,0.3670054524072839
1,42500,5231.5,0.32166189111747856,VEV_5100,5100,154.0,154.0760649502813,-0.07606495028130666
1,42500,5231.5,0.32166189111747856,VEV_5200,5200,87.5,86.9368957405195,0.5631042594804967
1,42500,5231.5,0.32166189111747856,VEV_5300,5300,41.0,41.697992554959455,-0.6979925549594554
1,42500,5231.5,0.32166189111747856,VEV_5400,5400,14.0,16.648758180453,-2.648758180453001
1,42500,5231.5,0.32166189111747856,VEV_5500,5500,6.5,5.459878144838228,1.0401218551617717
1,42500,5231.5,0.32166189111747856,VEV_6000,6000,0.5,0.0009845046699138993,0.4990154953300861
1,42500,5231.5,0.32166189111747856,VEV_6500,6500,0.5,1.6576277893257548e-09,0.4999999983423722
1,45000,5244.5,0.32166189111747856,VEV_4000,4000,1244.5,1244.5,0.0
1,45000,5244.5,0.32166189111747856,VEV_4500,4500,745.0,744.5000902419797,0.49990975802029425
1,45000,5244.5,0.32166189111747856,VEV_5000,5000,251.0,250.57826590547484,0.4217340945251635
1,45000,5244.5,0.32166189111747856,VEV_5100,5100,164.5,164.35773419432144,0.14226580567856217
1,45000,5244.5,0.32166189111747856,VEV_5200,5200,95.5,94.6344755770815,0.8655244229184973
1,45000,5244.5,0.32166189111747856,VEV_5300,5300,46.0,46.50459301591172,-0.5045930159117233
1,45000,5244.5,0.32166189111747856,VEV_5400,5400,16.5,19.084930328414885,-2.5849303284148846
1,45000,5244.5,0.32166189111747856,VEV_5500,5500,7.5,6.448213165780373,1.0517868342196266
1,45000,5244.5,0.32166189111747856,VEV_6000,6000,0.5,0.0013696909310204342,0.49863030906897954
1,45000,5244.5,0.32166189111747856,VEV_6500,6500,0.5,2.7200901759641294e-09,0.49999999727990985
1,47500,5246.5,0.32166189111747856,VEV_4000,4000,1246.5,1246.5,0.0
1,47500,5246.5,0.32166189111747856,VEV_4500,4500,747.0,746.5000853461734,0.4999146538266359
1,47500,5246.5,0.32166189111747856,VEV_5000,5000,253.0,252.42848297279943,0.5715170272005707
1,47500,5246.5,0.32166189111747856,VEV_5100,5100,166.0,165.96364074493295,0.03635925506705462
1,47500,5246.5,0.32166189111747856,VEV_5200,5200,96.5,95.85158641546195,0.6484135845380479
1,47500,5246.5,0.32166189111747856,VEV_5300,5300,47.0,47.27631682073911,-0.2763168207391118
1,47500,5246.5,0.32166189111747856,VEV_5400,5400,17.0,19.482916358104603,-2.482916358104603
1,47500,5246.5,0.32166189111747856,VEV_5500,5500,7.5,6.612699428462804,0.887300571537196
1,47500,5246.5,0.32166189111747856,VEV_6000,6000,0.5,0.0014403283002061007,0.49855967169979387
1,47500,5246.5,0.32166189111747856,VEV_6500,6500,0.5,2.9337770348075782e-09,0.49999999706622295
1,50000,5247.5,0.3173925501432665,VEV_4000,4000,1247.5,1247.5,0.0
1,50000,5247.5,0.3173925501432665,VEV_4500,4500,747.0,747.5000603153412,-0.5000603153412158
1,50000,5247.5,0.3173925501432665,VEV_5000,5000,253.0,253.0330261601075,-0.033026160107510805
1,50000,5247.5,0.3173925501432665,VEV_5100,5100,166.5,166.1276038738497,0.3723961261503064
1,50000,5247.5,0.3173925501432665,VEV_5200,5200,96.5,95.56592190493575,0.9340780950642511
1,50000,5247.5,0.3173925501432665,VEV_5300,5300,47.0,46.76598728430986,0.2340127156901417
1,50000,5247.5,0.3173925501432665,VEV_5400,5400,17.0,19.02664269394336,-2.0266426939433586
1,50000,5247.5,0.3173925501432665,VEV_5500,5500,7.5,6.339295698985268,1.1607043010147322
1,50000,5247.5,0.3173925501432665,VEV_6000,6000,0.5,0.0011491358544021835,0.4988508641455978
1,50000,5247.5,0.3173925501432665,VEV_6500,6500,0.5,1.6963132632067414e-09,0.49999999830368674
1,52500,5246.5,0.32166189111747856,VEV_4000,4000,1246.5,1246.5,0.0
1,52500,5246.5,0.32166189111747856,VEV_4500,4500,747.0,746.5000853461734,0.4999146538266359
1,52500,5246.5,0.32166189111747856,VEV_5000,5000,253.0,252.42848297279943,0.5715170272005707
1,52500,5246.5,0.32166189111747856,VEV_5100,5100,166.0,165.96364074493295,0.03635925506705462
1,52500,5246.5,0.32166189111747856,VEV_5200,5200,96.5,95.85158641546195,0.6484135845380479
1,52500,5246.5,0.32166189111747856,VEV_5300,5300,47.0,47.27631682073911,-0.2763168207391118
1,52500,5246.5,0.32166189111747856,VEV_5400,5400,16.5,19.482916358104603,-2.982916358104603
1,52500,5246.5,0.32166189111747856,VEV_5500,5500,7.5,6.612699428462804,0.887300571537196
1,52500,5246.5,0.32166189111747856,VEV_6000,6000,0.5,0.0014403283002061007,0.49855967169979387
1,52500,5246.5,0.32166189111747856,VEV_6500,6500,0.5,2.9337770348075782e-09,0.49999999706622295
1,55000,5245.5,0.32166189111747856,VEV_4000,4000,1245.5,1245.5,0.0
1,55000,5245.5,0.32166189111747856,VEV_4500,4500,745.5,745.5000877610191,-8.77610191309941e-05
1,55000,5245.5,0.32166189111747856,VEV_5000,5000,252.0,251.5029741781991,0.4970258218008894
1,55000,5245.5,0.32166189111747856,VEV_5100,5100,165.0,165.15990205399612,-0.15990205399612023
1,55000,5245.5,0.32166189111747856,VEV_5200,5200,95.5,95.24194376847527,0.25805623152473345
1,55000,5245.5,0.32166189111747856,VEV_5300,5300,47.0,46.889372160242374,0.11062783975762613
1,55000,5245.5,0.32166189111747856,VEV_5400,5400,16.5,19.283133251789195,-2.783133251789195
1,55000,5245.5,0.32166189111747856,VEV_5500,5500,7.5,6.530026590903958,0.9699734090960419
1,55000,5245.5,0.32166189111747856,VEV_6000,6000,0.5,0.0014045896320752371,0.49859541036792476
1,55000,5245.5,0.32166189111747856,VEV_6500,6500,0.5,2.8249674304176083e-09,0.4999999971750326
1,57500,5246.5,0.3173925501432665,VEV_4000,4000,1246.5,1246.5,0.0
1,57500,5246.5,0.3173925501432665,VEV_4500,4500,746.0,746.5000620671981,-0.5000620671980869
1,57500,5246.5,0.3173925501432665,VEV_5000,5000,253.0,252.1041008605862,0.8958991394138138
1,57500,5246.5,0.3173925501432665,VEV_5100,5100,166.0,165.31925180492317,0.6807481950768306
1,57500,5246.5,0.3173925501432665,VEV_5200,5200,95.5,94.95281765125719,0.5471823487428082
1,57500,5246.5,0.3173925501432665,VEV_5300,5300,47.0,46.378498089288314,0.6215019107116859
1,57500,5246.5,0.3173925501432665,VEV_5400,5400,16.5,18.828546460246685,-2.3285464602466845
1,57500,5246.5,0.3173925501432665,VEV_5500,5500,7.5,6.258642261162322,1.241357738837678
1,57500,5246.5,0.3173925501432665,VEV_6000,6000,0.5,0.001119968334436755,0.4988800316655633
1,57500,5246.5,0.3173925501432665,VEV_6500,6500,0.5,1.6318655384322004e-09,0.49999999836813447
1,60000,5246.0,0.3173925501432665,VEV_4000,4000,1246.0,1246.0,0.0
1,60000,5246.0,0.3173925501432665,VEV_4500,4500,746.0,746.0000629615206,-6.296152059803717e-05
1,60000,5246.0,0.3173925501432665,VEV_5000,5000,252.0,251.6399312621934,0.3600687378066141
1,60000,5246.0,0.3173925501432665,VEV_5100,5100,165.5,164.9156635921454,0.5843364078546074
1,60000,5246.0,0.3173925501432665,VEV_5200,5200,95.5,94.64708942784091,0.8529105721590895
1,60000,5246.0,0.3173925501432665,VEV_5300,5300,47.0,46.185576858236345,0.8144231417636547
1,60000,5246.0,0.3173925501432665,VEV_5400,5400,16.5,18.730096145859306,-2.2300961458593065
1,60000,5246.0,0.3173925501432665,VEV_5500,5500,7.5,6.218636453560009,1.2813635464399908
1,60000,5246.0,0.3173925501432665,VEV_6000,6000,0.5,0.0011056488274126808,0.4988943511725873
1,60000,5246.0,0.3173925501432665,VEV_6500,6500,0.5,1.600542386747801e-09,0.49999999839945763
1,62500,5243.5,0.32166189111747856,VEV_4000,4000,1243.5,1243.4999999999995,4.547473508864641e-13
1,62500,5243.5,0.32166189111747856,VEV_4500,4500,743.0,743.5000927907995,-0.5000927907994992
1,62500,5243.5,0.32166189111747856,VEV_5000,5000,250.0,249.65436485052396,0.34563514947603835
1,62500,5243.5,0.32166189111747856,VEV_5100,5100,163.5,163.55714503957506,-0.057145039575061674
1,62500,5243.5,0.32166189111747856,VEV_5200,5200,94.5,94.02918561686602,0.47081438313398394
1,62500,5243.5,0.32166189111747856,VEV_5300,5300,46.0,46.121976211010406,-0.12197621101040568
1,62500,5243.5,0.32166189111747856,VEV_5400,5400,16.0,18.888300318461802,-2.888300318461802
1,62500,5243.5,0.32166189111747856,VEV_5500,5500,7.5,6.367252564121259,1.1327474358787413
1,62500,5243.5,0.32166189111747856,VEV_6000,6000,0.5,0.0013356136509470595,0.49866438634905297
1,62500,5243.5,0.32166189111747856,VEV_6500,6500,0.5,2.61900703745146e-09,0.499999997380993
1,65000,5242.5,0.3173925501432665,VEV_4000,4000,1242.5,1242.5,0.0
1,65000,5242.5,0.3173925501432665,VEV_4500,4500,743.0,742.500069580884,0.4999304191160263
1,65000,5242.5,0.3173925501432665,VEV_5000,5000,249.0,248.3962931736969,0.603706826303096
1,65000,5242.5,0.3173925501432665,VEV_5100,5100,163.0,162.1016134170236,0.8983865829764
1,65000,5242.5,0.3173925501432665,VEV_5200,5200,93.5,92.52241747592007,0.977582524079935
1,65000,5242.5,0.3173925501432665,VEV_5300,5300,45.0,44.85045951759048,0.14954048240952034
1,65000,5242.5,0.3173925501432665,VEV_5400,5400,16.0,18.052015524588114,-2.052015524588114
1,65000,5242.5,0.3173925501432665,VEV_5500,5500,7.0,5.944508005548869,1.0554919944511312
1,65000,5242.5,0.3173925501432665,VEV_6000,6000,0.5,0.0010101610190037247,0.49898983898099625
1,65000,5242.5,0.3173925501432665,VEV_6500,6500,0.5,1.3971023794319245e-09,0.4999999986028976
1,67500,5247.5,0.3173925501432665,VEV_4000,4000,1247.5,1247.5,0.0
1,67500,5247.5,0.3173925501432665,VEV_4500,4500,747.5,747.5000603153412,-6.0315341215755325e-05
1,67500,5247.5,0.3173925501432665,VEV_5000,5000,254.0,253.0330261601075,0.9669738398924892
1,67500,5247.5,0.3173925501432665,VEV_5100,5100,166.5,166.1276038738497,0.3723961261503064
1,67500,5247.5,0.3173925501432665,VEV_5200,5200,96.5,95.56592190493575,0.9340780950642511
1,67500,5247.5,0.3173925501432665,VEV_5300,5300,47.0,46.76598728430986,0.2340127156901417
