participant,symbol,edge,edge_notional,qty,trades,side,horizon,edge_per_unit
Mark 38,VEV_4500,2.0,4.0,3,2,buyer,100,1.3333333333333333
Mark 38,VEV_5000,0.75,1.0,3,2,buyer,100,0.3333333333333333
Mark 38,VEV_5100,0.5,1.0,3,2,buyer,100,0.3333333333333333
Mark 38,VEV_5200,0.0,-0.5,3,2,buyer,100,-0.16666666666666666
Mark 38,VEV_5300,0.5,0.5,1,1,buyer,100,0.5
Mark 49,VELVETFRUIT_EXTRACT,0.23529411764705882,15.0,115,17,buyer,100,0.13043478260869565
Mark 55,VELVETFRUIT_EXTRACT,-2.4849498327759196,-8117.5,3254,598,buyer,100,-2.494622003687769
Mark 67,VELVETFRUIT_EXTRACT,1.1727272727272726,1867.5,1510,165,buyer,100,1.2367549668874172
Mark 01,VELVETFRUIT_EXTRACT,2.8975409836065573,4002.5,1375,244,seller,100,2.910909090909091
Mark 14,HYDROGEL_PACK,8.05621301775148,16492.0,2033,507,seller,100,8.11214953271028
Mark 14,VELVETFRUIT_EXTRACT,2.389728096676737,4184.5,1763,331,seller,100,2.3735110606920022
Mark 14,VEV_4000,10.405797101449275,4261.0,412,207,seller,100,10.342233009708737
Mark 22,HYDROGEL_PACK,0.375,4.0,32,8,seller,100,0.125
Mark 22,VELVETFRUIT_EXTRACT,-0.7970297029702971,-557.0,697,101,seller,100,-0.7991391678622669
Mark 22,VEV_4000,-2.5,-4.5,3,2,seller,100,-1.5
Mark 22,VEV_4500,-2.0,-4.0,3,2,seller,100,-1.3333333333333333
Mark 22,VEV_5000,-0.75,-1.0,3,2,seller,100,-0.3333333333333333
Mark 22,VEV_5100,-0.5,-1.0,3,2,seller,100,-0.3333333333333333
Mark 22,VEV_5200,-1.0434782608695652,-168.0,159,46,seller,100,-1.0566037735849056
Mark 22,VEV_5300,-0.7361963190184049,-403.5,545,163,seller,100,-0.7403669724770642
Mark 22,VEV_5400,-0.5452898550724637,-523.5,959,276,seller,100,-0.545881126173097
Mark 22,VEV_5500,-0.5065359477124183,-533.5,1069,306,seller,100,-0.4990645463049579
Mark 22,VEV_6000,-0.5,-552.5,1105,317,seller,100,-0.5
Mark 22,VEV_6500,-0.5,-552.5,1105,317,seller,100,-0.5
Mark 38,HYDROGEL_PACK,-8.016765285996055,-16319.5,2031,507,seller,100,-8.035204332840966
Mark 38,VEV_4000,-10.381974248927039,-4771.0,461,233,seller,100,-10.349240780911062
Mark 38,VEV_4500,0.5,1.5,3,1,seller,100,0.5
Mark 38,VEV_5000,0.0,0.0,3,1,seller,100,0.0
Mark 38,VEV_5100,0.0,0.0,3,1,seller,100,0.0
Mark 38,VEV_5200,0.0,0.0,3,1,seller,100,0.0
Mark 38,VEV_5300,0.0,0.0,3,1,seller,100,0.0
Mark 49,VELVETFRUIT_EXTRACT,-1.2285714285714286,-1419.0,1071,105,seller,100,-1.3249299719887955
Mark 55,VELVETFRUIT_EXTRACT,-2.4325,-7965.0,3297,600,seller,100,-2.4158325750682437
Mark 01,VELVETFRUIT_EXTRACT,2.8923076923076922,4111.5,1417,260,buyer,500,2.9015525758645024
Mark 01,VEV_5200,0.8181818181818182,36.5,34,11,buyer,500,1.0735294117647058
Mark 01,VEV_5300,0.7613636363636364,341.5,439,132,buyer,500,0.7779043280182233
Mark 01,VEV_5400,0.5817490494296578,535.5,911,263,buyer,500,0.5878155872667399
Mark 01,VEV_5500,0.5066889632107023,531.5,1042,299,buyer,500,0.5100767754318618
Mark 01,VEV_6000,0.5,552.5,1105,317,buyer,500,0.5
Mark 01,VEV_6500,0.5,552.5,1105,317,buyer,500,0.5
Mark 14,HYDROGEL_PACK,8.05241935483871,16001.0,1989,496,buyer,500,8.044746103569633
Mark 14,VELVETFRUIT_EXTRACT,2.3971518987341773,4238.0,1761,316,buyer,500,2.406587166382737
Mark 14,VEV_4000,10.301724137931034,4703.5,458,232,buyer,500,10.269650655021834
Mark 14,VEV_5200,0.7575757575757576,86.0,122,33,buyer,500,0.7049180327868853
Mark 14,VEV_5300,0.3333333333333333,31.0,105,30,buyer,500,0.29523809523809524
Mark 14,VEV_5400,0.07692307692307693,2.0,48,13,buyer,500,0.041666666666666664
Mark 14,VEV_5500,0.21428571428571427,4.5,27,7,buyer,500,0.16666666666666666
Mark 22,HYDROGEL_PACK,1.4090909090909092,66.5,42,11,buyer,500,1.5833333333333333
Mark 22,VELVETFRUIT_EXTRACT,0.48,77.0,146,25,buyer,500,0.5273972602739726
Mark 22,VEV_4000,4.0,12.0,3,1,buyer,500,4.0
Mark 22,VEV_4500,4.0,12.0,3,1,buyer,500,4.0
Mark 22,VEV_5000,4.0,12.0,3,1,buyer,500,4.0
Mark 22,VEV_5100,4.0,12.0,3,1,buyer,500,4.0
Mark 22,VEV_5200,3.0,9.0,3,1,buyer,500,3.0
Mark 22,VEV_5300,1.0,3.0,3,1,buyer,500,1.0
Mark 38,HYDROGEL_PACK,-7.9922330097087375,-16649.0,2065,515,buyer,500,-8.062469733656174
Mark 38,VEV_4000,-10.148325358851675,-4213.0,415,209,buyer,500,-10.151807228915663
Mark 38,VEV_4500,-0.5,-1.0,3,2,buyer,500,-0.3333333333333333
Mark 38,VEV_5000,-0.25,-0.5,3,2,buyer,500,-0.16666666666666666
Mark 38,VEV_5100,-0.5,-1.0,3,2,buyer,500,-0.3333333333333333
Mark 38,VEV_5200,-0.25,-0.5,3,2,buyer,500,-0.16666666666666666
Mark 38,VEV_5300,0.0,0.0,1,1,buyer,500,0.0
Mark 49,VELVETFRUIT_EXTRACT,-0.3235294117647059,-39.0,115,17,buyer,500,-0.3391304347826087
Mark 55,VELVETFRUIT_EXTRACT,-2.2959866220735785,-7461.5,3254,598,buyer,500,-2.293023970497849
Mark 67,VELVETFRUIT_EXTRACT,1.1484848484848484,1795.5,1510,165,buyer,500,1.1890728476821193
Mark 01,VELVETFRUIT_EXTRACT,2.6885245901639343,3673.0,1375,244,seller,500,2.6712727272727275
Mark 14,HYDROGEL_PACK,8.112426035502958,16648.0,2033,507,seller,500,8.188883423512051
Mark 14,VELVETFRUIT_EXTRACT,2.200906344410876,3850.0,1763,331,seller,500,2.1837776517300056
Mark 14,VEV_4000,10.243961352657005,4213.0,412,207,seller,500,10.225728155339805
Mark 22,HYDROGEL_PACK,0.375,1.0,32,8,seller,500,0.03125
Mark 22,VELVETFRUIT_EXTRACT,-0.8366336633663366,-592.0,697,101,seller,500,-0.8493543758967002
Mark 22,VEV_4000,0.25,0.0,3,2,seller,500,0.0
Mark 22,VEV_4500,0.5,1.0,3,2,seller,500,0.3333333333333333
Mark 22,VEV_5000,0.25,0.5,3,2,seller,500,0.16666666666666666
Mark 22,VEV_5100,0.5,1.0,3,2,seller,500,0.3333333333333333
Mark 22,VEV_5200,-0.7282608695652174,-122.0,159,46,seller,500,-0.7672955974842768
Mark 22,VEV_5300,-0.6779141104294478,-372.5,545,163,seller,500,-0.6834862385321101
Mark 22,VEV_5400,-0.5579710144927537,-537.5,959,276,seller,500,-0.5604796663190824
Mark 22,VEV_5500,-0.5,-536.0,1069,306,seller,500,-0.5014031805425632
Mark 22,VEV_6000,-0.5,-552.5,1105,317,seller,500,-0.5
Mark 22,VEV_6500,-0.5,-552.5,1105,317,seller,500,-0.5
Mark 38,HYDROGEL_PACK,-7.908284023668639,-16067.5,2031,507,seller,500,-7.911127523387494
Mark 38,VEV_4000,-10.274678111587983,-4715.5,461,233,seller,500,-10.228850325379609
Mark 38,VEV_4500,-4.0,-12.0,3,1,seller,500,-4.0
Mark 38,VEV_5000,-4.0,-12.0,3,1,seller,500,-4.0
Mark 38,VEV_5100,-4.0,-12.0,3,1,seller,500,-4.0
Mark 38,VEV_5200,-3.0,-9.0,3,1,seller,500,-3.0
Mark 38,VEV_5300,-1.0,-3.0,3,1,seller,500,-1.0
Mark 49,VELVETFRUIT_EXTRACT,-1.1476190476190475,-1316.5,1071,105,seller,500,-1.2292250233426705
Mark 55,VELVETFRUIT_EXTRACT,-2.52,-8336.0,3297,600,seller,500,-2.5283591143463755
Mark 01,VELVETFRUIT_EXTRACT,2.8365384615384617,4028.5,1417,260,buyer,1000,2.8429781227946367
Mark 01,VEV_5200,1.9545454545454546,76.5,34,11,buyer,1000,2.25
Mark 01,VEV_5300,0.7613636363636364,336.5,439,132,buyer,1000,0.7665148063781321
Mark 01,VEV_5400,0.5893536121673004,549.0,911,263,buyer,1000,0.6026344676180022
Mark 01,VEV_5500,0.5100334448160535,532.5,1042,299,buyer,1000,0.5110364683301344
Mark 01,VEV_6000,0.5,552.5,1105,317,buyer,1000,0.5
Mark 01,VEV_6500,0.5,552.5,1105,317,buyer,1000,0.5
Mark 14,HYDROGEL_PACK,8.212701612903226,16198.0,1989,496,buyer,1000,8.143790849673202
Mark 14,VELVETFRUIT_EXTRACT,2.175632911392405,3703.5,1761,316,buyer,1000,2.103066439522998
Mark 14,VEV_4000,10.536637931034482,4821.0,458,232,buyer,1000,10.526200873362445
Mark 14,VEV_5200,0.8636363636363636,99.0,122,33,buyer,1000,0.8114754098360656
Mark 14,VEV_5300,0.6,62.0,105,30,buyer,1000,0.5904761904761905
Mark 14,VEV_5400,-0.038461538461538464,-4.0,48,13,buyer,1000,-0.08333333333333333
Mark 14,VEV_5500,0.35714285714285715,8.5,27,7,buyer,1000,0.3148148148148148
Mark 22,HYDROGEL_PACK,-0.9090909090909091,-1.0,42,11,buyer,1000,-0.023809523809523808
Mark 22,VELVETFRUIT_EXTRACT,1.38,203.5,146,25,buyer,1000,1.393835616438356
Mark 22,VEV_4000,4.5,13.5,3,1,buyer,1000,4.5
Mark 22,VEV_4500,4.5,13.5,3,1,buyer,1000,4.5
Mark 22,VEV_5000,5.0,15.0,3,1,buyer,1000,5.0
Mark 22,VEV_5100,4.5,13.5,3,1,buyer,1000,4.5
Mark 22,VEV_5200,3.0,9.0,3,1,buyer,1000,3.0
Mark 22,VEV_5300,1.5,4.5,3,1,buyer,1000,1.5
Mark 38,HYDROGEL_PACK,-7.929126213592233,-16092.5,2065,515,buyer,1000,-7.792978208232445
Mark 38,VEV_4000,-10.047846889952153,-4186.0,415,209,buyer,1000,-10.086746987951807
Mark 38,VEV_4500,-2.0,-7.5,3,2,buyer,1000,-2.5
Mark 38,VEV_5000,-2.0,-8.0,3,2,buyer,1000,-2.6666666666666665
Mark 38,VEV_5100,-1.5,-6.0,3,2,buyer,1000,-2.0
Mark 38,VEV_5200,-1.5,-5.5,3,2,buyer,1000,-1.8333333333333333
Mark 38,VEV_5300,0.0,0.0,1,1,buyer,1000,0.0
Mark 49,VELVETFRUIT_EXTRACT,-0.47058823529411764,-52.0,115,17,buyer,1000,-0.45217391304347826
Mark 55,VELVETFRUIT_EXTRACT,-2.4824414715719065,-8011.0,3254,598,buyer,1000,-2.4618930547019056
Mark 67,VELVETFRUIT_EXTRACT,1.4454545454545455,2176.0,1510,165,buyer,1000,1.4410596026490066
Mark 01,VELVETFRUIT_EXTRACT,3.0,4108.5,1375,244,seller,1000,2.988
Mark 14,HYDROGEL_PACK,8.052268244575936,16080.5,2033,507,seller,1000,7.90973930152484
Mark 14,VELVETFRUIT_EXTRACT,2.294561933534743,3927.0,1763,331,seller,1000,2.227453204764606
Mark 14,VEV_4000,10.1256038647343,4178.5,412,207,seller,1000,10.141990291262136
Mark 22,HYDROGEL_PACK,0.125,12.0,32,8,seller,1000,0.375
Mark 22,VELVETFRUIT_EXTRACT,-0.8514851485148515,-584.0,697,101,seller,1000,-0.8378766140602583
Mark 22,VEV_4000,2.0,7.5,3,2,seller,1000,2.5
Mark 22,VEV_4500,2.0,7.5,3,2,seller,1000,2.5
Mark 22,VEV_5000,2.0,8.0,3,2,seller,1000,2.6666666666666665
Mark 22,VEV_5100,1.5,6.0,3,2,seller,1000,2.0
Mark 22,VEV_5200,-1.0217391304347827,-170.0,159,46,seller,1000,-1.069182389937107
Mark 22,VEV_5300,-0.7269938650306749,-398.5,545,163,seller,1000,-0.7311926605504587
Mark 22,VEV_5400,-0.5597826086956522,-545.0,959,276,seller,1000,-0.5683003128258602
Mark 22,VEV_5500,-0.5065359477124183,-541.0,1069,306,seller,1000,-0.5060804490177736
Mark 22,VEV_6000,-0.5,-552.5,1105,317,seller,1000,-0.5
Mark 22,VEV_6500,-0.5,-552.5,1105,317,seller,1000,-0.5
Mark 38,HYDROGEL_PACK,-8.014792899408285,-16197.0,2031,507,seller,1000,-7.974889217134416
Mark 38,VEV_4000,-10.510729613733906,-4834.5,461,233,seller,1000,-10.486984815618221
Mark 38,VEV_4500,-4.5,-13.5,3,1,seller,1000,-4.5
Mark 38,VEV_5000,-5.0,-15.0,3,1,seller,1000,-5.0
Mark 38,VEV_5100,-4.5,-13.5,3,1,seller,1000,-4.5
Mark 38,VEV_5200,-3.0,-9.0,3,1,seller,1000,-3.0
Mark 38,VEV_5300,-1.5,-4.5,3,1,seller,1000,-1.5
Mark 49,VELVETFRUIT_EXTRACT,-1.4714285714285715,-1644.5,1071,105,seller,1000,-1.5354808590102709
Mark 55,VELVETFRUIT_EXTRACT,-2.4275,-7855.5,3297,600,seller,1000,-2.3826205641492266
Mark 01,VELVETFRUIT_EXTRACT,2.4673076923076924,3389.5,1417,260,buyer,5000,2.3920254057868737
Mark 01,VEV_5200,3.727272727272727,129.0,34,11,buyer,5000,3.7941176470588234
Mark 01,VEV_5300,0.9393939393939394,402.5,439,132,buyer,5000,0.9168564920273349
Mark 01,VEV_5400,0.7251908396946565,684.0,911,263,buyer,5000,0.7508232711306256
Mark 01,VEV_5500,0.5570469798657718,578.0,1042,299,buyer,5000,0.5547024952015355
Mark 01,VEV_6000,0.5,550.5,1105,317,buyer,5000,0.4981900452488688
Mark 01,VEV_6500,0.5,550.5,1105,317,buyer,5000,0.4981900452488688
Mark 14,HYDROGEL_PACK,8.594949494949494,16279.5,1989,496,buyer,5000,8.184766214177978
Mark 14,VELVETFRUIT_EXTRACT,1.8993610223642172,3627.0,1761,316,buyer,5000,2.0596252129471893
Mark 14,VEV_4000,10.374458874458874,4570.0,458,232,buyer,5000,9.97816593886463
Mark 14,VEV_5200,1.196969696969697,110.5,122,33,buyer,5000,0.9057377049180327
Mark 14,VEV_5300,1.1666666666666667,142.5,105,30,buyer,5000,1.3571428571428572
Mark 14,VEV_5400,-0.3076923076923077,-17.0,48,13,buyer,5000,-0.3541666666666667
Mark 14,VEV_5500,0.07142857142857142,0.5,27,7,buyer,5000,0.018518518518518517
Mark 22,HYDROGEL_PACK,-8.363636363636363,-264.0,42,11,buyer,5000,-6.285714285714286
Mark 22,VELVETFRUIT_EXTRACT,1.04,198.5,146,25,buyer,5000,1.3595890410958904
Mark 22,VEV_4000,13.5,40.5,3,1,buyer,5000,13.5
Mark 22,VEV_4500,13.0,39.0,3,1,buyer,5000,13.0
Mark 22,VEV_5000,13.0,39.0,3,1,buyer,5000,13.0
Mark 22,VEV_5100,12.0,36.0,3,1,buyer,5000,12.0
Mark 22,VEV_5200,8.5,25.5,3,1,buyer,5000,8.5
Mark 22,VEV_5300,4.0,12.0,3,1,buyer,5000,4.0
Mark 38,HYDROGEL_PACK,-8.990291262135923,-18450.5,2065,515,buyer,5000,-8.934866828087166
Mark 38,VEV_4000,-10.379227053140097,-4320.0,415,209,buyer,5000,-10.409638554216867
Mark 38,VEV_4500,-1.5,-6.0,3,2,buyer,5000,-2.0
Mark 38,VEV_5000,-1.0,-5.0,3,2,buyer,5000,-1.6666666666666667
Mark 38,VEV_5100,-1.0,-4.0,3,2,buyer,5000,-1.3333333333333333
Mark 38,VEV_5200,-1.0,-4.0,3,2,buyer,5000,-1.3333333333333333
Mark 38,VEV_5300,0.0,0.0,1,1,buyer,5000,0.0
Mark 49,VELVETFRUIT_EXTRACT,0.9411764705882353,225.0,115,17,buyer,5000,1.9565217391304348
Mark 55,VELVETFRUIT_EXTRACT,-2.1082214765100673,-6167.5,3254,598,buyer,5000,-1.895359557467732
Mark 67,VELVETFRUIT_EXTRACT,1.121212121212121,1746.0,1510,165,buyer,5000,1.1562913907284769
Mark 01,VELVETFRUIT_EXTRACT,3.0614754098360657,3986.0,1375,244,seller,5000,2.898909090909091
Mark 14,HYDROGEL_PACK,9.077909270216962,18301.5,2033,507,seller,5000,9.002213477619282
Mark 14,VELVETFRUIT_EXTRACT,1.641337386018237,2280.0,1763,331,seller,5000,1.2932501418037436
Mark 14,VEV_4000,10.46829268292683,4314.5,412,207,seller,5000,10.472087378640778
Mark 22,HYDROGEL_PACK,3.4375,149.0,32,8,seller,5000,4.65625
Mark 22,VELVETFRUIT_EXTRACT,-1.1633663366336633,-849.0,697,101,seller,5000,-1.218077474892396
Mark 22,VEV_4000,1.25,5.5,3,2,seller,5000,1.8333333333333333
Mark 22,VEV_4500,1.5,6.0,3,2,seller,5000,2.0
Mark 22,VEV_5000,1.0,5.0,3,2,seller,5000,1.6666666666666667
Mark 22,VEV_5100,1.0,4.0,3,2,seller,5000,1.3333333333333333
Mark 22,VEV_5200,-1.7065217391304348,-235.5,159,46,seller,5000,-1.4811320754716981
Mark 22,VEV_5300,-0.9754601226993865,-545.0,545,163,seller,5000,-1.0
Mark 22,VEV_5400,-0.6763636363636364,-667.0,959,276,seller,5000,-0.6955161626694474
Mark 22,VEV_5500,-0.5459016393442623,-578.5,1069,306,seller,5000,-0.5411599625818522
Mark 22,VEV_6000,-0.5,-550.5,1105,317,seller,5000,-0.4981900452488688
Mark 22,VEV_6500,-0.5,-550.5,1105,317,seller,5000,-0.4981900452488688
Mark 38,HYDROGEL_PACK,-8.226284584980236,-16015.5,2031,507,seller,5000,-7.885524372230428
Mark 38,VEV_4000,-10.387931034482758,-4610.5,461,233,seller,5000,-10.001084598698482
Mark 38,VEV_4500,-13.0,-39.0,3,1,seller,5000,-13.0
Mark 38,VEV_5000,-13.0,-39.0,3,1,seller,5000,-13.0
Mark 38,VEV_5100,-12.0,-36.0,3,1,seller,5000,-12.0
Mark 38,VEV_5200,-8.5,-25.5,3,1,seller,5000,-8.5
Mark 38,VEV_5300,-4.0,-12.0,3,1,seller,5000,-4.0
Mark 49,VELVETFRUIT_EXTRACT,-1.3142857142857143,-1414.5,1071,105,seller,5000,-1.3207282913165266
Mark 55,VELVETFRUIT_EXTRACT,-2.073701842546064,-7021.0,3297,600,seller,5000,-2.129511677282378
Mark 01,VELVETFRUIT_EXTRACT,1.9673076923076922,2522.5,1417,260,buyer,10000,1.7801693719124911
Mark 01,VEV_5200,3.772727272727273,158.0,34,11,buyer,10000,4.647058823529412
Mark 01,VEV_5300,0.9351145038167938,473.0,439,132,buyer,10000,1.0774487471526195
Mark 01,VEV_5400,0.5980769230769231,603.0,911,263,buyer,10000,0.6619099890230515
Mark 01,VEV_5500,0.5033670033670034,534.5,1042,299,buyer,10000,0.5129558541266794
Mark 01,VEV_6000,0.5,545.5,1105,317,buyer,10000,0.49366515837104075
Mark 01,VEV_6500,0.5,545.5,1105,317,buyer,10000,0.49366515837104075
Mark 14,HYDROGEL_PACK,8.873481781376519,17020.0,1989,496,buyer,10000,8.557063851181498
Mark 14,VELVETFRUIT_EXTRACT,1.167202572347267,2174.0,1761,316,buyer,10000,1.2345258375922772
Mark 14,VEV_4000,10.35930735930736,4706.0,458,232,buyer,10000,10.275109170305678
Mark 14,VEV_5200,0.9090909090909091,81.0,122,33,buyer,10000,0.6639344262295082
Mark 14,VEV_5300,1.4,149.0,105,30,buyer,10000,1.4190476190476191
Mark 14,VEV_5400,-0.4230769230769231,-16.0,48,13,buyer,10000,-0.3333333333333333
Mark 14,VEV_5500,-0.07142857142857142,-3.5,27,7,buyer,10000,-0.12962962962962962
Mark 22,HYDROGEL_PACK,-9.0,-259.0,42,11,buyer,10000,-6.166666666666667
Mark 22,VELVETFRUIT_EXTRACT,3.08,420.0,146,25,buyer,10000,2.8767123287671232
Mark 22,VEV_4000,17.5,52.5,3,1,buyer,10000,17.5
Mark 22,VEV_4500,17.0,51.0,3,1,buyer,10000,17.0
Mark 22,VEV_5000,17.0,51.0,3,1,buyer,10000,17.0
Mark 22,VEV_5100,15.0,45.0,3,1,buyer,10000,15.0
Mark 22,VEV_5200,11.0,33.0,3,1,buyer,10000,11.0
Mark 22,VEV_5300,6.0,18.0,3,1,buyer,10000,6.0
Mark 38,HYDROGEL_PACK,-8.4296875,-16800.0,2065,515,buyer,10000,-8.135593220338983
Mark 38,VEV_4000,-10.56829268292683,-4196.0,415,209,buyer,10000,-10.110843373493976
Mark 38,VEV_4500,10.0,21.0,3,2,buyer,10000,7.0
Mark 38,VEV_5000,10.0,21.0,3,2,buyer,10000,7.0
Mark 38,VEV_5100,8.5,18.0,3,2,buyer,10000,6.0
Mark 38,VEV_5200,6.0,12.5,3,2,buyer,10000,4.166666666666667
Mark 38,VEV_5300,7.5,7.5,1,1,buyer,10000,7.5
Mark 49,VELVETFRUIT_EXTRACT,-2.34375,-182.5,115,17,buyer,10000,-1.5869565217391304
Mark 55,VELVETFRUIT_EXTRACT,-1.9638655462184873,-5568.5,3254,598,buyer,10000,-1.711278426551936
Mark 67,VELVETFRUIT_EXTRACT,0.6798780487804879,1252.5,1510,165,buyer,10000,0.8294701986754967
Mark 01,VELVETFRUIT_EXTRACT,2.860655737704918,3512.5,1375,244,seller,10000,2.5545454545454547
Mark 14,HYDROGEL_PACK,8.435643564356436,16497.0,2033,507,seller,10000,8.114608952287261
Mark 14,VELVETFRUIT_EXTRACT,1.3643292682926829,1841.0,1763,331,seller,10000,1.0442427680090753
Mark 14,VEV_4000,10.775862068965518,4218.5,412,207,seller,10000,10.239077669902912
Mark 22,HYDROGEL_PACK,8.0,303.0,32,8,seller,10000,9.46875
Mark 22,VELVETFRUIT_EXTRACT,0.35,213.0,697,101,seller,10000,0.30559540889526543
Mark 22,VEV_4000,-10.5,-22.5,3,2,seller,10000,-7.5
Mark 22,VEV_4500,-10.0,-21.0,3,2,seller,10000,-7.0
Mark 22,VEV_5000,-10.0,-21.0,3,2,seller,10000,-7.0
Mark 22,VEV_5100,-8.5,-18.0,3,2,seller,10000,-6.0
Mark 22,VEV_5200,-1.815217391304348,-251.5,159,46,seller,10000,-1.5817610062893082
Mark 22,VEV_5300,-1.0617283950617284,-629.5,545,163,seller,10000,-1.155045871559633
Mark 22,VEV_5400,-0.5494505494505495,-587.0,959,276,seller,10000,-0.6120959332638165
Mark 22,VEV_5500,-0.4901315789473684,-531.0,1069,306,seller,10000,-0.49672591206735267
Mark 22,VEV_6000,-0.5,-545.5,1105,317,seller,10000,-0.49366515837104075
Mark 22,VEV_6500,-0.5,-545.5,1105,317,seller,10000,-0.49366515837104075
Mark 38,HYDROGEL_PACK,-8.484158415841584,-16761.0,2031,507,seller,10000,-8.252584933530281
Mark 38,VEV_4000,-10.390086206896552,-4758.5,461,233,seller,10000,-10.322125813449023
Mark 38,VEV_4500,-17.0,-51.0,3,1,seller,10000,-17.0
Mark 38,VEV_5000,-17.0,-51.0,3,1,seller,10000,-17.0
Mark 38,VEV_5100,-15.0,-45.0,3,1,seller,10000,-15.0
Mark 38,VEV_5200,-11.0,-33.0,3,1,seller,10000,-11.0
Mark 38,VEV_5300,-6.0,-18.0,3,1,seller,10000,-6.0
Mark 49,VELVETFRUIT_EXTRACT,-1.1105769230769231,-1296.5,1071,105,seller,10000,-1.2105508870214752
Mark 55,VELVETFRUIT_EXTRACT,-1.5495798319327732,-4888.0,3297,600,seller,10000,-1.4825599029420686
